instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
579,20120801,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580
580,20120802,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261
581,20120803,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175
582,20120804,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824
583,20120805,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464
584,20120806,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013
585,20120807,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273
586,20120808,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534
587,20120809,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286
588,20120810,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786
589,20120811,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299
590,20120812,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544
591,20120813,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883
592,20120814,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784
593,20120815,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347
594,20120816,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605
595,20120817,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148
596,20120818,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865
597,20120819,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549
598,20120820,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530
599,20120821,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006
600,20120822,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375
601,20120823,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765
602,20120824,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582
603,20120825,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053
604,20120826,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255
605,20120827,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917
606,20120828,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040
607,20120829,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697
608,20120830,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713
609,20120831,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350
610,20120901,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
611,20120902,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810
612,20120903,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
613,20120904,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864
614,20120905,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112
615,20120906,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203
616,20120907,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
617,20120908,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
618,20120909,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227
619,20120910,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
620,20120911,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
621,20120912,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870
622,20120913,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804
623,20120914,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009
624,20120915,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714
625,20120916,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333
626,20120917,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869
627,20120918,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073
628,20120919,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591
629,20120920,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720
630,20120921,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167
631,20120922,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395
632,20120923,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907
633,20120924,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436
634,20120925,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538
635,20120926,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733
636,20120927,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393
637,20120928,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415
638,20120929,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555
639,20120930,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889
640,20121001,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778
641,20121002,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639
642,20121003,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572
643,20121004,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328
644,20121005,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156
645,20121006,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965
646,20121007,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510
647,20121008,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478
648,20121009,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392
649,20121010,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691
650,20121011,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570
651,20121012,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282
652,20121013,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109
653,20121014,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639
654,20121015,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875
655,20121016,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534
656,20121017,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461
657,20121018,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509
658,20121019,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424
659,20121020,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090
660,20121021,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824
661,20121022,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058
662,20121023,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466
663,20121024,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693
664,20121025,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359
665,20121026,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444
666,20121027,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852
667,20121028,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459
668,20121029,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22
669,20121030,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096
670,20121031,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566
671,20121101,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986
672,20121102,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847
673,20121103,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138
674,20121104,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107
675,20121105,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259
676,20121106,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686
677,20121107,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035
678,20121108,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315
679,20121109,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992
680,20121110,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536
681,20121111,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852
682,20121112,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269
683,20121113,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094
684,20121114,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495
685,20121115,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445
686,20121116,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698
687,20121117,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629
688,20121118,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669
689,20121119,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499
690,20121120,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634
691,20121121,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146
692,20121122,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425
693,20121123,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910
694,20121124,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277
695,20121125,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424
696,20121126,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087
697,20121127,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959
698,20121128,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260
699,20121129,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323
700,20121130,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668
701,20121201,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191
702,20121202,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649
703,20121203,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234
704,20121204,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606
705,20121205,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729
706,20121206,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375
707,20121207,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008
708,20121208,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582
709,20121209,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228
710,20121210,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170
711,20121211,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501
712,20121212,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319
713,20121213,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532
714,20121214,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611
715,20121215,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047
716,20121216,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786
717,20121217,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585
718,20121218,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557
719,20121219,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267
720,20121220,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128
721,20121221,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623
722,20121222,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749
723,20121223,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787
724,20121224,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920
725,20121225,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013
726,20121226,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441
727,20121227,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114
728,20121228,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095
729,20121229,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341
730,20121230,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796
731,20121231,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729
