DayOfWeek; HourOfDay; Event_cat; Company_cat; UserID_cat; MaterialName_cat; DeliveryStatus
1; 10; Sales Doc. change: delivery block; FR01; FRHANGB; Tork Conv TR Adv 2p 300s; 0
3; 10; Delivery; DE27; DEHTHSC; Tork Xpress XSoft Multifold HT Prem 2p M; 0
6; 5; Delivery change: country of origin; DE27; PORFCUSER; Tork Xpress XSoft Multifold HT C&C 2p M; 2
4; 0; Shipment; FR01; ESOANCA; Tork LunchNap 29x29 2P 4F White 300/10; 0
3; 12; Shipment; DE13; DEXKLHE; TENA Comfort Original Super 2x36p,INT; 0
4; 11; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Conv TR Prem 3p 250s; 0
5; 18; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 0
2; 11; Order; DE27; HYB_BATCHMAN; Tork Soft Wash Cloth; 0
4; 9; Shipment; DE13; DEXSTRE; TENA Comfort Original Super 2x36p,INT; 2
5; 8; Sales Doc. change: delivery block; FR01; FRBISMA; SOLO BRT 144/12-R 3-Ply Design PEFC; 0
1; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork Facials Prem ES 2p 100; 0
1; 22; Delivery change: billing date; DE13; DEDFESC; TENA Pants Original Normal Large 4x18p; 0
2; 10; Delivery; DE27; DEHTHSC; Tork Reflexe Wiping Paper M4; 2
4; 9; Delivery; FR01; FRHANGB; Hand Towel Neutral Multifold Zfold 2ply; 0
4; 15; Shipment; FR01; FRHSAAT; LOTUS Xxl BRT 7/6-R 2Ply White; 0
1; 15; Order; FR01; PORFCUSER; Tork LunchNap 29x29 2P 4F White 300/10; 0
2; 9; Sales Doc. change: req. delivery date; FR01; FRHRAMA; Tork Conv TR Prem 3p 250s; 0
2; 11; Delivery; FR01; FRBERHU; Tork Soft Singlefold HT C&C Adv 2ply; 0
1; 18; Delivery change: goods movement date; FR01; PORFCUSER; Tork Wiping Paper Plus Blue CombiR W1/2; 0
5; 1; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Original Super 2x36p,INT; 0
5; 17; Delivery change: country of origin; FR01; PORFCUSER; Industrial Roll, Neutral; 0
3; 12; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork LunchNap 29x29 2P 4F White 300/10; 0
5; 12; Delivery change: billing date; DE13; DEHMYWA; TENA Comfort Original Plus 2x46 pcs INT; 0
4; 19; Delivery change: country of origin; FR01; PORFCUSER; Tork Matic Hand Towel Roll Disp. White; 0
2; 14; Shipment; FR01; DEHEUKE; Tork Matic Blue HTR Adv 2p 150m; 0
2; 13; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 4p 153s; 0
4; 11; Delivery change: country of origin; DE27; PORFCUSER; Tork Mini Jumbo Toilet Roll Disp SS; 2
3; 9; Delivery; DE13; DEHMYWA; TENA Comfort Original Super 2x36p,INT; 0
2; 16; Order; FR01; PORFCUSER; Tork CocktNap C&C 2P 4F Black 300/10; 0
1; 11; Order; FR01; PORFCUSER; Tork Spray Soap, Lux Univ, 800ml; 0
5; 16; Shipping change: name carrier; FR01; PORFCUSER; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 22; Shipping change: itinerary date; DE13; DEDFESC; TENA Comfort Plus, 2x46 pcs, Int.; 2
5; 12; Incoming payment; DE13; DEHKLLA; TENA Comfort Extra, 2x40 pcs, INT/IT; 0
5; 13; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 3p 170s; 0
3; 14; Sales Doc. change: delivery block; FR01; FRHMEBR; Bin Lid for Tork Elevation Bin 50L White; 0
2; 14; Delivery change: billing date; FR01; DEHEUKE; Tork Matic Blue HTR Adv 2p 150m; 0
1; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 4p 153s; 0
4; 11; Delivery change: goods movement date; DE27; PORFCUSER; Tork Mini Jumbo Toilet Roll Disp SS; 2
1; 10; Order; DE13; PORFCUSER; TENA Comfort Original Super 2x36p,INT; 0
4; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 22; Delivery change: stat. goods mov. date; DE13; DEDFESC; TENA Comfort Plus, 2x46 pcs, Int.; 2
5; 1; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Extra, 2x40 pcs, INT/IT; 0
4; 15; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 3p 170s; 0
3; 12; Order; FR01; PORFCUSER; Bin Lid for Tork Elevation Bin 50L White; 0
1; 13; Shipment; FR01; DEHEUKE; Tork Facials Prem ES 2p 100; 0
1; 10; Shipping change: conditions; DE13; DEXSTRE; TENA Pants Original Normal Large 4x18p; 0
5; 9; Order; DE27; PORFCUSER; Tork Reflexe Wiping Paper M4; 2
3; 10; Sales Doc. change: stat.req.date; FR01; FRHANGB; Hand Towel Neutral Multifold Zfold 2ply; 0
3; 14; Delivery change: billing date; FR01; FRHNAKA; LOTUS Xxl BRT 7/6-R 2Ply White; 0
2; 9; Sales Doc. change: stat.req.date; FR01; FRHRAMA; Tork Conv TR Prem 3p 250s; 0
2; 9; Sales Doc. change: net price; FR01; FRHRAMA; Tork Soft Singlefold HT C&C Adv 2ply; 0
1; 10; Shipping change: name carrier; FR01; PORFCUSER; Tork Wiping Paper Plus Blue CombiR W1/2; 0
1; 15; Delivery; FR01; FRHSECF; TENA Flex Ultima Medium 3x20p INT/NEU; 2
6; 4; Invoice; DE13; HYB_BATCHMAN; TENA Wet Wipes 48 (12x48p); 2
4; 7; Shipping change: itinerary date; DE13; DEDHEFI; TENA Comfort Original Super 2x36p,INT; 0
5; 17; Delivery change: goods movement date; FR01; PORFCUSER; Industrial Roll, Neutral; 0
3; 12; Delivery change: goods movement date; FR01; PORFCUSER; Tork LunchNap 29x29 2P 4F White 300/10; 0
2; 12; Sales Doc. change: delivery block; FR01; FRLAULI; SYSTeME U BRT 8/12R 2P white FSC EU; 0
4; 1; Delivery change: country of origin; DE27; PORFCUSER; Tork Reflexe Wiping Paper M4; 2
2; 12; Shipment; FR01; FRHSAHJ; Tork LunchNap 29x29 2P 4F White 300/10; 0
5; 17; Delivery change: billing date; FR01; PORFCUSER; TENA Slip Maxi Large 3x24p, INT; 2
2; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem 3p 250s; 0
3; 16; Shipping change: name carrier; FR01; PORFCUSER; Tork Soft Singlefold HT C&C Adv 2ply; 0
1; 18; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Wiping Paper Plus Blue CombiR W1/2; 0
3; 9; Delivery; DE13; DEHMYWA; TENA Comfort Original Super 2x36p,INT; 0
3; 8; Shipment; FR01; FRHAURE; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 0
1; 10; Delivery; DE27; DEHGOMA; Tork Wiping Paper Plus Cfeed M2; 0
2; 7; Delivery change: goods movement date; DE27; PORFCUSER; Tork Facial Tissue Dispenser; 0
2; 12; Shipment; FR01; BELPAPI; SOLO BRT 144/12-R 3-Ply Design PEFC; 0
6; 0; Shipment; FR01; ESOANCA; Industrial Roll, Neutral; 0
3; 0; Shipping change: itinerary date; FR01; HYB_BATCHMAN; NANA Maxi Night wing sw 12x12pcs; 2
3; 13; Incoming payment; DE27; DEHKLLA; Tork Xpress XSoft Multifold HT Prem 2p M; 2
2; 14; Order; FR01; FRHANGB; Tork LunchNap 29x29 2P 4F White 300/10; 0
2; 15; Shipment; FR01; DEHMACL; Tork Cleaning Cloth Combi Roll W1/2/3; 0
2; 8; Shipping change: itinerary date; DE13; DEDSTWA; TENA Comfort Ultima, 4x17pcs; 2
2; 10; Order; FR01; FRHANGB; Tork Basic Paper Roll W2 2ply; 0
4; 9; Order; DE13; DEHSTSZ; TENA Comfort Maxi, 2x28pcs, INT.; 0
6; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Menthol FA 24/80 3-Ply FSC; 2
4; 12; Delivery change: stat. goods mov. date; DE13; PORFCUSER; TENA MEN Medium Level 2, 6x20p, Int; 2
1; 18; Delivery change: volume; FR01; PORFCUSER; Tork Basic Paper Cfeed M2 1 ply; 0
5; 16; Shipping change: name carrier; FR01; PORFCUSER; Tork Folded Toilet Paper Prem 2p 252s; 0
3; 20; Delivery change: billing date; FR01; PORFCUSER; Tork Facials Cube Prem ES 2p 100s; 0
5; 14; Delivery change: goods movement date; FR01; PORFCUSER; Tork XPN Snk DispNap leaf 2P 4F 100/5/8; 2
2; 15; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork XPN Snk DispNap leaf 2P 4F 100/5/8; 2
5; 0; Invoice; DE27; HYB_BATCHMAN; Tork DinnerNap 3P 4F Terracotta 100/12; 2
4; 11; Delivery; FR01; FRBERHU; Tork Reflex Portab Cf Start Pack; 0
1; 22; Delivery change: country of origin; FR01; PORFCUSER; Tork SmartOne TR Disp Black; 0
5; 7; Shipping change: name carrier; FR01; PORFCUSER; Tork Xpress Soft Multifold HT Adv 2p Z; 2
2; 11; Shipment; DE13; DEHAEMI; ZEWA Bewaehrt 7/8-R 150SH 3p Q4/18 PEFC; 0
2; 8; Delivery change: goods movement date; FR01; PORFCUSER; DEMAKUP Expert Wipes 6/69 (3x23) TW; 0
4; 13; Sales Doc. change: delivery block; FR01; FRHANGB; 502081 Tork Coreless Midsize Adv 2p 900s; 0
1; 15; Shipping change: name carrier; FR01; PORFCUSER; Tork Foam Soap Dispenser White; 0
1; 15; Shipping change: name carrier; FR01; PORFCUSER; Tork Facials Prem ES 2p 100; 0
3; 9; Delivery change: goods movement date; FR01; PORFCUSER; Tork DispNap whi cf 1P 300/24; 0
2; 7; Delivery change: goods movement date; DE13; DEDSTWA; TENA Comfort Maxi, 2x28pcs, INT.; 0
5; 18; Shipment; DE27; PORFCUSER; Tork Wiping Paper Cfeed M2; 0
3; 3; Shipping change: itinerary date; FR01; PORFCUSER; Tork Magnet Kit for Folded Wip/Clo Disp; 0
4; 11; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Reflexe Wiping Paper M4; 2
3; 11; Shipment; DE13; DEXKLHE; TENA Comfort Original Super 2x36p,INT; 0
4; 16; Delivery change: goods movement date; FR01; PORFCUSER; Tork Ind Heavy Cleaning Cloth Folded W4; 0
2; 14; Delivery change: volume; DE27; PORFCUSER; Tork Soft Singlefold HT Adv 2p V fold; 0
3; 22; Delivery change: stat. goods mov. date; DE13; DEDFESC; TENA Men Pants Plus Large, 4x10p; 0
3; 12; Delivery change: billing date; FR01; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 0
3; 9; Sales Doc. change: net price; FR01; FRHANGB; Tork JO DispNap whi 2F 2P 200/40; 0
4; 13; Delivery; FR01; FRHALYA; OKAY HHT 4/6 -R 2P Design. Collector; 0
4; 10; Shipment; FR01; FRHSAHJ; Tork Reflexe Wiping Paper Plus M4; 0
3; 11; Order; DE13; PORFCUSER; TENA Comfort Original Plus 2x46 pcs INT; 0
4; 13; Shipping change: name carrier; FR01; PORFCUSER; Tork Matic Hand Towel Roll Disp. White; 0
2; 8; Sales Doc. change: req. delivery date; FR01; FRHAUDI; Tork Matic Blue HTR Adv 2p 150m; 0
1; 12; Shipment; FR01; DEHEUKE; Tork Conv TR Prem ES 4p 153s; 0
3; 10; Delivery; DE27; DEHTHSC; Tork Mini Jumbo Toilet Roll Disp SS; 2
4; 14; Shipment; FR01; DEHEUKE; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 22; Delivery change: billing date; DE13; DEDFESC; TENA Comfort Plus, 2x46 pcs, Int.; 2
4; 1; Invoice; FR01; HYB_BATCHMAN; Tork Xpress Multifold HT Univ 2p Zfold; 0
4; 6; Delivery change: stat. goods mov. date; DE13; DEDHEFI; TENA Comfort Extra, 2x40 pcs, INT/IT; 0
4; 14; Shipment; FR01; DEHEUKE; Tork Conv TR Prem ES 3p 170s; 0
6; 0; Shipment; FR01; ESOANCA; Tork Flushable Singlefold HT Adv 2p V; 0
2; 9; Sales Doc. change: stat.req.date; FR01; FRHAUDI; Hand Towel ZZ, 21,8 cm, white; 2
5; 13; Shipment; FR01; FRHSAHJ; Tork HTR for Elec D. 19,5 2p 143m; 0
6; 3; Invoice; FR01; HYB_BATCHMAN; Tork Reflexe Wiping Paper Plus M4; 0
2; 8; Order; FR01; PORFCUSER; SYSTeME U BRT 8/12R 2P white FSC EU; 0
2; 8; Delivery change: goods movement date; FR01; PORFCUSER; Tork Facials Prem ES 2p 100; 0
1; 22; Shipping change: itinerary date; DE13; DEDFESC; TENA Pants Original Normal Large 4x18p; 0
4; 1; Delivery change: goods movement date; DE27; PORFCUSER; Tork Reflexe Wiping Paper M4; 2
2; 11; Delivery; FR01; FRBERHU; Tork LunchNap 29x29 2P 4F White 300/10; 0
4; 15; Shipment; FR01; FRHFABR; TENA Slip Maxi Large 3x24p, INT; 2
2; 14; Shipment; FR01; DEHEUKE; Tork Conv TR Prem 3p 250s; 0
2; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork Soft Singlefold HT C&C Adv 2ply; 0
1; 15; Sales Doc. change: delivery block; FR01; FRHMEBR; Tork Xpress Multifold HT Uni 1p Z; 0
1; 18; Shipping change: itinerary date; FR01; PORFCUSER; Tork Wiping Paper Plus Blue CombiR W1/2; 0
2; 10; Delivery change: billing date; FR01; PORFCUSER; TENA Flex Ultima Medium 3x20p INT/NEU; 2
1; 10; Order; DE13; PORFCUSER; TENA Comfort Original Super 2x36p,INT; 0
5; 18; Shipping change: name carrier; FR01; PORFCUSER; ECO+ TP Compact 7/4-R 2ply PINK; 0
2; 11; Order; DE27; HYB_BATCHMAN; Tork Wiping Paper Plus Cfeed M2; 0
1; 15; Shipment; DE27; PORFCUSER; Tork Facial Tissue Dispenser; 0
2; 11; Delivery; FR01; FRHJEBU; SOLO BRT 144/12-R 3-Ply Design PEFC; 0
5; 17; Shipping change: date ship. compl.; FR01; PORFCUSER; Industrial Roll, Neutral; 0
4; 0; Shipment; FR01; ESOANCA; Tork LunchNap 29x29 2P 4F White 300/10; 0
3; 3; Delivery change: goods movement date; FR01; PORFCUSER; Tork Matic Blue HTR Adv 2p 150m; 0
3; 8; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 4p 153s; 0
1; 9; Order; FR01; PORFCUSER; Tork Reflexe Wiping Paper Plus M4; 0
4; 11; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Mini Jumbo Toilet Roll Disp SS; 2
3; 12; Shipment; DE13; DEXKLHE; TENA Comfort Original Super 2x36p,INT; 0
2; 17; Sales Doc. change: delivery block; FR01; FRHMEBR; Tork CocktNap C&C 2P 4F Black 300/10; 0
4; 16; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Wiping Paper Plus Portable; 0
1; 14; Sales Doc. change: delivery block; FR01; FRHANGB; Tork Spray Soap, Lux Univ, 800ml; 0
6; 3; Delivery change: billing date; FR01; PORFCUSER; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
6; 4; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Plus, 2x46 pcs, Int.; 2
5; 19; Delivery change: billing date; FR01; PORFCUSER; Tork Conv TR Prem ES 3p 170s; 0
3; 14; Sales Doc. change: net price; FR01; FRHMEBR; Bin Lid for Tork Elevation Bin 50L White; 0
3; 12; Shipment; FR01; DEHEUKE; Tork Conv TR Prem 3p 250s; 0
4; 9; Sales Doc. change: delivery block; FR01; FRLAULI; OKAY HHT 80/6-R 2Ply White; 2
6; 5; Delivery change: billing date; DE27; PORFCUSER; Tork Xpress XSoft Multifold HT C&C 2p M; 2
3; 12; Shipping change: itinerary date; FR01; PORFCUSER; Tork LunchNap 29x29 2P 4F White 300/10; 0
1; 15; Order; DE13; DEDUTMU; TENA Comfort Original Super 2x36p,INT; 0
6; 3; Invoice; FR01; HYB_BATCHMAN; TENA Slip Maxi Large 3x24p, INT; 2
4; 11; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork Conv TR Prem 3p 250s; 0
4; 7; Shipping change: itinerary date; DE13; DEDHEFI; TENA Comfort Original Super 2x36p,INT; 0
6; 4; Shipping change: name carrier; FR01; HYB_BATCHMAN; Tork Luxury Soft Foam Soap, 800ml; 0
5; 12; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 0
2; 5; Shipping change: date ship. compl.; DE27; PORFCUSER; Tork Wiping Paper Plus Cfeed M2; 0
1; 8; Order; DE13; PORFCUSER; TENA Comfort Original Super 2x36p,INT; 2
4; 9; Sales Doc. change: delivery block; FR01; FRBISMA; SOLO BRT 144/12-R 3-Ply Design PEFC; 0
6; 0; Shipment; FR01; ESOANCA; Tork LunchNap 29x39 2P 4F White 300/8; 0
2; 13; Order; DE27; PORFCUSER; Tork Wiping Paper Cfeed M2; 0
3; 3; Delivery change: goods movement date; FR01; PORFCUSER; Tork Magnet Kit for Folded Wip/Clo Disp; 0
4; 1; Invoice; FR01; HYB_BATCHMAN; Tork Conv TR Prem ES 4p 153s; 0
4; 11; Delivery change: billing date; DE27; PORFCUSER; Tork Reflexe Wiping Paper M4; 2
1; 10; Order; FR01; PORFCUSER; Tork Flushable Singlefold HT Adv 2p V; 0
1; 18; Order; DE13; PORFCUSER; TENA Comfort Original Super 2x36p,INT; 0
4; 4; Shipping change: itinerary date; DE27; PORFCUSER; Tork Wiping Paper Cfeed M1  C&C; 0
4; 16; Delivery change: volume; FR01; PORFCUSER; Tork Ind Heavy Cleaning Cloth Folded W4; 0
1; 11; Delivery change: storage location; DE27; DEHMIBI; Tork Soft Singlefold HT Adv 2p V fold; 0
6; 3; Invoice; FR01; HYB_BATCHMAN; Tork SmartOne Twin Mini TR Disp White; 0
3; 10; Shipping change: conditions; DE13; DEXSTRE; TENA Men Pants Plus Large, 4x10p; 0
2; 12; Shipment; FR01; FRHSAHJ; Tork Xpress Multifold HT Univ 2p Zfold; 0
3; 9; Sales Doc. change: delivery block; FR01; FRHANGB; Tork JO DispNap whi 2F 2P 200/40; 0
6; 3; Invoice; FR01; HYB_BATCHMAN; Tork Conv TR Prem ES 3p 170s; 0
4; 11; Order; FR01; PORFCUSER; OKAY HHT 4/6 -R 2P Design. Collector; 0
3; 12; Order; FR01; PORFCUSER; Tork Bin White 50 Ltr; 0
2; 8; Sales Doc. change: delivery block; FR01; FRHAUDI; Tork Matic Blue HTR Adv 2p 150m; 0
1; 10; Sales Doc. change: req. delivery date; FR01; FRHRAMA; Tork Conv TR Prem ES 4p 153s; 0
1; 15; *Customer Master Data Change; FR01; FRHMEBR; Tork Flushable Singlefold HT Adv 2p V; 0
5; 1; Invoice; FR01; HYB_BATCHMAN; Tork Ind Heavy Cleaning Cloth Folded W4; 0
2; 14; Shipping change: date ship. compl.; DE27; PORFCUSER; Tork Soft Singlefold HT Adv 2p V fold; 0
2; 13; Sales Doc. change: delivery block; FR01; FRHANGB; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 10; Shipment; DE13; DEXSTRE; TENA Comfort Plus, 2x46 pcs, Int.; 2
3; 12; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 0
5; 19; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Flushable Singlefold HT Adv 2p V; 0
1; 11; Order; FR01; PORFCUSER; Hand Towel ZZ, 21,8 cm, white; 2
4; 14; Sales Doc. change: delivery block; FR01; FRHANGB; Tork HTR for Elec D. 19,5 2p 143m; 0
5; 14; Shipping change: itinerary date; FR01; PORFCUSER; Tork Reflexe Wiping Paper Plus M4; 0
4; 13; Shipment; DE27; PORFCUSER; Tork Wiping Paper Plus Folded W4; 2
4; 0; Invoice; FR01; HYB_BATCHMAN; SYSTeME U HHT 7/2R=4 COMP Wht FSC 1/2cps; 0
2; 6; Shipping change: name carrier; FR01; PORFCUSER; Tork Facials Prem ES 2p 100; 0
1; 22; Delivery change: goods movement date; DE13; DEDFESC; TENA Pants Original Normal Large 4x18p; 0
3; 7; Shipment; DE27; PORFCUSER; Tork Reflexe Wiping Paper M4; 2
4; 12; Shipment; FR01; FRHSAHJ; Hand Towel Neutral Multifold Zfold 2ply; 0
5; 19; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Xxl BRT 7/6-R 2Ply White; 0
1; 17; Sales Doc. change: delivery block; FR01; FRHMEBR; Tork LunchNap 29x29 2P 4F White 300/10; 0
2; 10; Order; FR01; FRHZCHS; TENA Slip Maxi Large 3x24p, INT; 2
2; 9; Sales Doc. change: net price; FR01; FRHRAMA; Tork Conv TR Prem 3p 250s; 0
2; 14; Shipment; FR01; DEHEUKE; Tork Soft Singlefold HT C&C Adv 2ply; 0
1; 18; Delivery change: country of origin; FR01; PORFCUSER; Tork Wiping Paper Plus Blue CombiR W1/2; 0
2; 10; Delivery change: volume; FR01; PORFCUSER; TENA Flex Ultima Medium 3x20p INT/NEU; 2
6; 4; Invoice; DE13; HYB_BATCHMAN; TENA Wet Wipes 48 (12x48p); 2
5; 12; Shipping change: name carrier; FR01; PORFCUSER; ECO+ TP Compact 7/4-R 2ply PINK; 0
6; 2; Shipping change: itinerary date; DE27; PORFCUSER; Tork Jumbo TR Prem 2p 360m; 0
5; 17; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Industrial Roll, Neutral; 0
3; 12; Shipping change: itinerary date; FR01; PORFCUSER; Tork LunchNap 29x29 2P 4F White 300/10; 0
4; 8; Delivery; DE13; DEHSTSZ; TENA Comfort Original Plus 2x46 pcs INT; 0
4; 19; Delivery change: billing date; FR01; PORFCUSER; Tork Matic Hand Towel Roll Disp. White; 0
2; 14; Delivery; FR01; DEHEUKE; Tork Matic Blue HTR Adv 2p 150m; 0
1; 12; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 4p 153s; 0
3; 23; Shipment; DE27; PORFCUSER; Tork Mini Jumbo Toilet Roll Disp SS; 2
4; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 22; Delivery change: goods movement date; DE13; DEDFESC; TENA Comfort Plus, 2x46 pcs, Int.; 2
4; 6; Shipping change: itinerary date; DE13; DEDHEFI; TENA Comfort Extra, 2x40 pcs, INT/IT; 0
4; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 3p 170s; 0
6; 3; Invoice; FR01; HYB_BATCHMAN; Tork Flushable Singlefold HT Adv 2p V; 0
5; 18; Shipment; DE27; PORFCUSER; Tork Mini Jumbo TR Prem 2p 170m; 0
1; 11; Order; FR01; PORFCUSER; Tork Matic Blue HTR Adv 2p 150m; 0
1; 10; Sales Doc. change: stat.req.date; FR01; FRHRAMA; Tork Conv TR Prem ES 4p 153s; 0
5; 0; Invoice; DE27; HYB_BATCHMAN; Tork Reflexe Wiping Paper M4; 2
4; 10; Shipping change: itinerary date; DE13; DEDHEFI; TENA Comfort Original Super 2x36p,INT; 0
4; 16; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Ind Heavy Cleaning Cloth Folded W4; 0
2; 14; Shipping change: itinerary date; DE27; PORFCUSER; Tork Soft Singlefold HT Adv 2p V fold; 0
2; 12; Order; FR01; PORFCUSER; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 9; Delivery; DE13; DEHMYWA; TENA Comfort Plus, 2x46 pcs, Int.; 2
3; 12; Shipping change: itinerary date; FR01; PORFCUSER; Tork Xpress Multifold HT Univ 2p Zfold; 0
3; 10; Delivery change: stat. goods mov. date; DE13; DEDHEFI; TENA Comfort Original Super 2x36p,INT; 0
5; 19; Shipping change: itinerary date; FR01; PORFCUSER; Tork Flushable Singlefold HT Adv 2p V; 0
4; 13; Sales Doc. change: net price; FR01; FRHANGB; Tork HTR for Elec D. 19,5 2p 143m; 0
5; 14; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork Reflexe Wiping Paper Plus M4; 0
4; 19; Shipping change: date ship. compl.; FR01; PORFCUSER; Tork Matic Hand Towel Roll Disp. White; 0
3; 3; Shipping change: itinerary date; FR01; PORFCUSER; Tork Matic Blue HTR Adv 2p 150m; 0
3; 9; Delivery change: country of origin; FR01; PORFCUSER; Tork Conv TR Prem ES 4p 153s; 0
2; 9; Delivery; FR01; FRHANGB; Tork Reflexe Wiping Paper Plus M4; 0
4; 11; Shipping change: date ship. compl.; DE27; HYB_BATCHMAN; Tork Mini Jumbo Toilet Roll Disp SS; 2
4; 7; Delivery change: goods movement date; DE13; DEDHEFI; TENA Comfort Original Super 2x36p,INT; 0
5; 14; Order; DE27; HYB_BATCHMAN; Tork Wiping Paper Cfeed M1  C&C; 0
5; 1; Invoice; FR01; HYB_BATCHMAN; Tork Basic Paper Cfeed M2 2 ply; 0
3; 12; Shipment; FR01; FRHSAHJ; Tork CocktNap C&C 2P 4F Black 300/10; 0
3; 10; Order; FR01; FRHMEBR; Tork Ind Heavy Cleaning Cloth Folded W4; 0
4; 10; Shipment; FR01; FRHSAHJ; Tork Spray Soap, Lux Univ, 800ml; 0
6; 3; Delivery change: country of origin; FR01; PORFCUSER; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 19; Delivery change: country of origin; FR01; PORFCUSER; Tork Conv TR Prem ES 3p 170s; 0
4; 14; Shipment; FR01; DEHEUKE; Bin Lid for Tork Elevation Bin 50L White; 0
4; 19; Shipping change: itinerary date; FR01; PORFCUSER; Tork Matic Hand Towel Roll Disp. White; 0
3; 3; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Tork Matic Blue HTR Adv 2p 150m; 0
3; 9; Delivery change: goods movement date; FR01; PORFCUSER; Tork Conv TR Prem ES 4p 153s; 0
1; 10; Sales Doc. change: delivery block; FR01; FRHANGB; Tork Reflexe Wiping Paper Plus M4; 0
4; 11; Shipping change: itinerary date; DE27; HYB_BATCHMAN; Tork Mini Jumbo Toilet Roll Disp SS; 2
3; 12; Shipping change: conditions; DE13; DEXKLHE; TENA Comfort Original Super 2x36p,INT; 0
5; 0; Shipment; FR01; ESOANCA; Tork Basic Paper Cfeed M2 2 ply; 0
3; 10; Delivery; FR01; FRHMOKH; Tork CocktNap C&C 2P 4F Black 300/10; 0
5; 1; Invoice; FR01; HYB_BATCHMAN; Tork Wiping Paper Plus Portable; 0
2; 9; Delivery; FR01; FRHANGB; Tork Spray Soap, Lux Univ, 800ml; 0
6; 3; Delivery change: goods movement date; FR01; PORFCUSER; Tork Ind. Heavy Wiping Paper Blue W1/W2; 0
5; 19; Delivery change: goods movement date; FR01; PORFCUSER; Tork Conv TR Prem ES 3p 170s; 0
4; 10; Delivery; FR01; FRHMOKH; Bin Lid for Tork Elevation Bin 50L White; 0
5; 7; Shipping change: itinerary date; FR01; PORFCUSER; Tork LunchNap 29x39 2P 4F White 300/8; 0
2; 14; Delivery change: billing date; FR01; DEHEUKE; Tork Magnet Kit for Folded Wip/Clo Disp; 0
3; 9; Shipping change: name carrier; FR01; PORFCUSER; Tork Conv TR Prem ES 4p 153s; 0
4; 14; Delivery change: goods movement date; FR01; PORFCUSER; Tork Reflexe Wiping Paper Plus M4; 0
2; 10; Delivery; DE27; DEHTHSC; Tork Reflexe Wiping Paper M4; 2
4; 4; Delivery change: goods movement date; DE27; PORFCUSER; Tork Wiping Paper Cfeed M1  C&C; 0
3; 12; Shipment; FR01; DEHEUKE; Tork Xpress Soft Multifold HT Adv 2p Z; 0
3; 10; Delivery; FR01; FRHMOKH; Tork Ind Heavy Cleaning Cloth Folded W4; 0
1; 10; Delivery; DE27; DEHGOMA; Tork Soft Singlefold HT Adv 2p V fold; 0
2; 12; Delivery change: billing date; DE13; DEHMYWA; TENA Men Pants Plus Large, 4x10p; 0
