nTrades,ROI,PeakPerformance,MeanReturn,MaxLoss,MaxGain,AvgGain,AvgLoss,MaxDrawdown,SharpeRatio,PosReturnPercent,Informed
25,0.12,0.12,0.001,-0.04,0.06,0.02,-0.02,0.08,1.33,0.56,0.0
19,0.12,0.12,0.001,-0.03,0.12,0.02,-0.01,0.04,1.35,0.63,0.0
19,0.09,0.09,0.0007,-0.05,0.12,0.02,-0.01,0.08,0.87,0.47,0.0
19,0.11,0.11,0.0009,-0.03,0.11,0.02,-0.01,0.03,1.39,0.53,0.0
17,-0.07,0.03,-0.0005,-0.09,0.06,0.01,-0.02,0.1,-0.82,0.47,0.0
17,-0.1,0,-0.0008,-0.09,0.03,0.01,-0.02,0.1,-1.34,0.41,0.0
17,0.01,0.13,0.0001,-0.12,0.07,0.02,-0.02,0.12,0.07,0.53,0.0
17,0.02,0.1,0.0002,-0.04,0.07,0.02,-0.01,0.07,0.35,0.35,0.0
17,0.05,0.09,0.0004,-0.02,0.08,0.02,-0.02,0.07,0.66,0.59,0.0
14,0.06,0.1,0.0005,-0.1,0.05,0.02,-0.03,0.1,0.65,0.71,0.0
14,0.1,0.1,0.0008,-0.04,0.07,0.02,-0.02,0.06,1.48,0.79,0.0
14,0.09,0.09,0.0008,-0.05,0.06,0.02,-0.02,0.05,1.48,0.71,0.0
15,0.07,0.07,0.0006,-0.06,0.05,0.02,-0.02,0.1,0.99,0.67,0.0
15,-0.01,0,-0.0001,-0.04,0.05,0.02,-0.02,0.07,-0.2,0.4,0.0
16,0.18,0.18,0.0015,-0.03,0.09,0.02,-0.02,0.03,2.14,0.75,0.0
16,-0.05,0.1,-0.0004,-0.08,0.04,0.02,-0.03,0.15,-0.56,0.5,0.0
14,0.08,0.09,0.0007,-0.03,0.08,0.03,-0.01,0.05,1.26,0.43,0.0
14,0.06,0.08,0.0005,-0.04,0.05,0.02,-0.02,0.05,1.04,0.64,0.0
24,0.06,0.06,0.0005,-0.03,0.05,0.01,-0.01,0.08,0.98,0.58,0.0
24,-0,0.04,-0,-0.03,0.03,0.01,-0.01,0.11,-0.02,0.5,0.0
11,0.43,0.43,0.0035,-0.01,0.2,0.05,-0.01,0.02,2.64,0.82,0.0
11,0.36,0.36,0.003,-0.01,0.13,0.05,-0.01,0.02,2.95,0.73,0.0
11,0.11,0.16,0.0009,-0.05,0.05,0.03,-0.02,0.05,1.71,0.64,0.0
14,0.07,0.1,0.0006,-0.03,0.05,0.01,-0.01,0.03,1.34,0.64,0.0
14,0.11,0.13,0.0009,-0.02,0.06,0.02,-0.01,0.02,2.01,0.71,0.0
14,0.13,0.16,0.0011,-0.02,0.12,0.02,-0.01,0.03,1.51,0.64,0.0
19,0.02,0.11,0.0002,-0.04,0.07,0.02,-0.02,0.09,0.24,0.53,0.0
19,-0.2,0.03,-0.0016,-0.14,0.02,0.01,-0.03,0.23,-1.79,0.47,0.0
19,-0.05,0.04,-0.0004,-0.05,0.04,0.01,-0.02,0.11,-0.68,0.58,0.0
11,-0.17,0.01,-0.0014,-0.16,0.03,0.02,-0.02,0.18,-1.51,0.18,0.0
11,-0.35,0.01,-0.0029,-0.21,0,0,-0.04,0.35,-2.29,0.27,0.0
17,-0.03,0.03,-0.0002,-0.07,0.03,0.01,-0.02,0.07,-0.44,0.59,0.0
15,0.05,0.1,0.0004,-0.06,0.08,0.02,-0.02,0.08,0.56,0.47,0.0
15,0.11,0.15,0.0009,-0.03,0.13,0.03,-0.01,0.04,1.12,0.53,0.0
20,-0.27,0.05,-0.0023,-0.31,0.04,0.01,-0.05,0.32,-1.25,0.55,0.0
20,0.13,0.19,0.0011,-0.2,0.13,0.04,-0.02,0.2,0.7,0.5,0.0
19,0,0.1,0,-0.05,0.05,0.01,-0.02,0.1,0,0.53,0.0
19,-0.05,0.06,-0.0005,-0.05,0.04,0.02,-0.02,0.12,-0.76,0.47,0.0
14,-0.12,0,-0.001,-0.05,0.03,0.01,-0.02,0.12,-2.18,0.43,0.0
14,-0.09,0.06,-0.0007,-0.08,0.06,0.02,-0.02,0.15,-1.12,0.43,0.0
11,0.1,0.1,0.0008,-0.03,0.1,0.03,-0.02,0.05,1.27,0.55,0.0
19,0.02,0.08,0.0001,-0.05,0.1,0.02,-0.01,0.06,0.19,0.37,0.0
19,-0.04,0.06,-0.0003,-0.04,0.05,0.02,-0.02,0.1,-0.62,0.42,0.0
23,0.01,0.06,0.0001,-0.03,0.06,0.01,-0.01,0.09,0.12,0.61,0.0
23,0.01,0.07,0.0001,-0.08,0.07,0.02,-0.02,0.12,0.08,0.52,0.0
12,-0.07,0.03,-0.0005,-0.05,0.04,0.01,-0.02,0.1,-1.17,0.5,0.0
12,-0.12,0.02,-0.001,-0.05,0.05,0.02,-0.02,0.15,-1.78,0.25,0.0
18,0.09,0.09,0.0008,-0.06,0.04,0.02,-0.01,0.06,1.38,0.61,0.0
18,0.06,0.07,0.0005,-0.06,0.05,0.02,-0.02,0.07,0.89,0.61,0.0
16,-0.02,0.02,-0.0001,-0.05,0.02,0.01,-0.02,0.05,-0.32,0.56,0.0
16,-0.12,0,-0.001,-0.06,0.02,0.01,-0.02,0.12,-2.17,0.38,0.0
21,0.13,0.16,0.0011,-0.01,0.03,0.01,-0.01,0.02,3.05,0.62,0.0
11,0,0.01,0,-0.04,0.07,0.02,-0.02,0.07,0.08,0.55,0.0
11,-0.03,0,-0.0003,-0.06,0.03,0.02,-0.03,0.1,-0.5,0.55,0.0
15,0.07,0.08,0.0006,-0.05,0.05,0.02,-0.02,0.07,1.16,0.67,0.0
15,0.08,0.08,0.0007,-0.03,0.04,0.02,-0.01,0.04,1.67,0.6,0.0
17,-0.04,0.01,-0.0003,-0.03,0.02,0.01,-0.01,0.07,-1.1,0.53,0.0
17,-0.06,0.01,-0.0005,-0.05,0.02,0.01,-0.02,0.09,-1.26,0.53,0.0
18,-0.03,0.02,-0.0002,-0.04,0.04,0.01,-0.02,0.04,-0.48,0.5,0.0
18,0.21,0.21,0.0017,-0.01,0.07,0.02,-0.01,0.01,3.15,0.72,0.0
16,0.23,0.24,0.0019,-0.02,0.17,0.03,-0.01,0.03,1.83,0.56,0.0
16,0.28,0.3,0.0023,-0.04,0.26,0.05,-0.01,0.05,1.49,0.44,0.0
12,0.07,0.08,0.0006,-0.01,0.04,0.02,-0.01,0.01,2,0.58,0.0
12,0.08,0.09,0.0007,-0.04,0.06,0.02,-0.02,0.04,1.36,0.67,0.0
19,0.01,0.07,0.0001,-0.04,0.03,0.01,-0.01,0.09,0.27,0.47,0.0
19,0.02,0.03,0.0002,-0.03,0.06,0.02,-0.01,0.1,0.36,0.42,0.0
13,0.21,0.21,0.0017,-0.04,0.1,0.03,-0.02,0.04,2.37,0.69,0.0
13,-0.03,0,-0.0002,-0.05,0.07,0.02,-0.02,0.1,-0.38,0.38,0.0
11,-0.01,0.01,-0.0001,-0.04,0.03,0.01,-0.02,0.06,-0.28,0.55,0.0
15,-0.02,0.05,-0.0002,-0.03,0.03,0.01,-0.01,0.07,-0.57,0.4,0.0
15,0.05,0.13,0.0005,-0.03,0.06,0.02,-0.01,0.08,0.98,0.6,0.0
22,0.03,0.11,0.0003,-0.06,0.06,0.02,-0.02,0.08,0.41,0.59,0.0
22,0,0.07,0,-0.06,0.11,0.02,-0.02,0.16,0.04,0.55,0.0
22,-0.07,0,-0.0006,-0.07,0.03,0.01,-0.02,0.1,-1.11,0.5,0.0
22,-0.11,0.01,-0.0009,-0.1,0.03,0.01,-0.02,0.12,-1.2,0.5,0.0
19,0.25,0.25,0.0021,-0.04,0.22,0.03,-0.01,0.09,1.57,0.58,0.0
19,0.19,0.19,0.0016,-0.04,0.21,0.03,-0.02,0.08,1.25,0.63,0.0
12,0.07,0.07,0.0006,-0.02,0.04,0.02,-0.01,0.02,1.76,0.58,0.0
12,0.09,0.09,0.0007,-0.03,0.06,0.02,-0.01,0.03,1.69,0.67,0.0
16,0.03,0.08,0.0003,-0.04,0.06,0.02,-0.01,0.08,0.64,0.5,0.0
16,-0.1,0.01,-0.0008,-0.05,0.05,0.02,-0.02,0.11,-1.55,0.38,0.0
20,0.05,0.09,0.0004,-0.03,0.06,0.03,-0.01,0.07,0.75,0.4,0.0
20,0.04,0.04,0.0003,-0.03,0.1,0.02,-0.01,0.09,0.53,0.35,0.0
24,-0.08,0.06,-0.0007,-0.05,0.04,0.01,-0.02,0.15,-1.16,0.58,0.0
24,-0.12,0.02,-0.001,-0.12,0.03,0.01,-0.02,0.14,-1.23,0.46,0.0
17,0.03,0.05,0.0002,-0.02,0.04,0.01,-0.01,0.04,0.68,0.53,0.0
17,0.06,0.1,0.0005,-0.02,0.04,0.02,-0.01,0.04,1.3,0.47,0.0
14,0.16,0.16,0.0013,-0.02,0.09,0.03,-0.01,0.03,2.01,0.57,0.0
16,-0.11,0.02,-0.0009,-0.07,0.04,0.02,-0.02,0.13,-1.58,0.38,0.0
16,-0.07,0.01,-0.0006,-0.06,0.03,0.01,-0.03,0.08,-1.15,0.69,0.0
15,-0.02,0.07,-0.0002,-0.05,0.04,0.02,-0.01,0.09,-0.37,0.33,0.0
15,-0.12,0.05,-0.001,-0.05,0.03,0.02,-0.02,0.17,-2.04,0.33,0.0
15,-0.31,0.06,-0.0026,-0.31,0.04,0.02,-0.05,0.38,-1.39,0.4,0.0
15,-0.1,0.05,-0.0008,-0.17,0.05,0.01,-0.03,0.2,-0.83,0.47,0.0
11,-0.03,0,-0.0002,-0.05,0.06,0.03,-0.02,0.07,-0.38,0.27,0.0
11,0.01,0.04,0.0001,-0.04,0.06,0.03,-0.01,0.05,0.24,0.36,0.0
15,-0.31,0,-0.0025,-0.12,0.03,0.02,-0.03,0.31,-2.85,0.2,0.0
15,-0.2,0.05,-0.0016,-0.14,0.04,0.01,-0.04,0.25,-1.71,0.47,0.0
13,-0.1,0,-0.0008,-0.09,0.03,0.01,-0.02,0.1,-1.46,0.38,0.0
13,0.07,0.07,0.0006,-0.01,0.03,0.01,-0.01,0.02,2.14,0.62,0.0
18,0.03,0.07,0.0003,-0.05,0.04,0.02,-0.02,0.05,0.56,0.56,0.0
18,-0.1,0.03,-0.0008,-0.06,0.04,0.01,-0.02,0.14,-1.55,0.39,0.0
16,-0,0.01,-0,-0.03,0.03,0.01,-0.01,0.03,-0.12,0.56,0.0
16,-0.02,0.04,-0.0002,-0.05,0.05,0.01,-0.02,0.06,-0.35,0.56,0.0
17,-0.12,0.05,-0.001,-0.25,0.1,0.02,-0.05,0.27,-0.63,0.59,0.0
21,0.12,0.14,0.001,-0.02,0.05,0.01,-0.02,0.03,2.18,0.76,0.0
21,-0,0.05,-0,-0.05,0.02,0.01,-0.02,0.05,-0.01,0.57,0.0
16,-0,0.03,-0,-0.03,0.04,0.02,-0.01,0.04,-0,0.31,0.0
16,-0.03,0.03,-0.0002,-0.02,0.04,0.01,-0.01,0.06,-0.72,0.31,0.0
11,-0.01,0.01,-0.0001,-0.03,0.01,0.01,-0.02,0.05,-0.43,0.64,0.0
11,0.06,0.06,0.0005,-0.03,0.08,0.04,-0.01,0.04,0.75,0.36,0.0
19,-0.02,0.02,-0.0002,-0.04,0.03,0.01,-0.02,0.05,-0.43,0.47,0.0
19,-0.2,0.01,-0.0016,-0.05,0.02,0.01,-0.02,0.21,-3.52,0.26,0.0
23,-0.18,0.09,-0.0015,-0.16,0.05,0.01,-0.03,0.27,-1.4,0.52,0.0
23,-0.49,0,-0.0041,-0.23,0.03,0.01,-0.04,0.49,-2.67,0.35,0.0
13,0.01,0.01,0.0001,-0.01,0.02,0.01,-0.01,0.04,0.52,0.54,0.0
13,0,0.02,0,-0.02,0.04,0.01,-0.01,0.04,0.09,0.38,0.0
14,0.02,0.05,0.0002,-0.05,0.06,0.01,-0.02,0.05,0.4,0.57,0.0
14,0.01,0.06,0.0001,-0.04,0.03,0.01,-0.01,0.06,0.21,0.5,0.0
19,0.04,0.06,0.0003,-0.02,0.04,0.01,-0.01,0.03,0.79,0.47,0.0
19,0.05,0.06,0.0004,-0.02,0.05,0.01,-0.01,0.02,1.09,0.53,0.0
16,-0.01,0.01,-0.0001,-0.02,0.01,0.01,-0.01,0.03,-0.58,0.56,0.0
16,-0.43,0,-0.0035,-0.33,0.02,0.01,-0.04,0.43,-1.85,0.25,0.0
16,-0.2,0.03,-0.0016,-0.21,0.03,0.01,-0.04,0.23,-1.34,0.5,0.0
14,0.05,0.05,0.0004,-0.03,0.02,0.01,-0.01,0.04,1.4,0.71,0.0
14,0.05,0.05,0.0005,-0.04,0.03,0.01,-0.02,0.06,1.12,0.71,0.0
21,-0.03,0.04,-0.0002,-0.04,0.04,0.02,-0.02,0.11,-0.42,0.43,0.0
21,0.07,0.07,0.0006,-0.02,0.06,0.02,-0.01,0.07,0.92,0.43,0.0
13,-0.09,0.02,-0.0008,-0.03,0.03,0.01,-0.02,0.14,-2.02,0.38,0.0
13,-0.08,0.01,-0.0007,-0.03,0.01,0.01,-0.02,0.12,-2,0.38,0.0
24,0.24,0.26,0.002,-0.03,0.17,0.03,-0.01,0.06,1.86,0.54,0.0
24,0.23,0.23,0.0019,-0.04,0.2,0.02,-0.01,0.05,1.59,0.62,0.0
19,-0.17,0,-0.0014,-0.14,0.03,0.01,-0.02,0.17,-1.6,0.42,0.0
19,-0.11,0,-0.0009,-0.06,0.04,0.02,-0.01,0.11,-1.68,0.26,0.0
15,0.09,0.09,0.0008,-0.06,0.08,0.03,-0.02,0.08,1.12,0.53,0.0
15,0.01,0.05,0.0001,-0.04,0.06,0.02,-0.01,0.1,0.14,0.4,0.0
21,0.12,0.12,0.001,-0.07,0.06,0.02,-0.02,0.08,1.21,0.62,0.0
21,-0.05,0.02,-0.0004,-0.05,0.02,0.01,-0.01,0.07,-1.07,0.52,0.0
13,0.23,0.23,0.0019,-0.02,0.1,0.04,-0.01,0.05,2.35,0.54,0.0
12,0.13,0.13,0.001,-0.02,0.05,0.02,-0.01,0.03,2.41,0.67,0.0
12,0.02,0.03,0.0002,-0.01,0.03,0.01,-0.01,0.02,0.94,0.58,0.0
13,-0,0.05,-0,-0.05,0.03,0.01,-0.01,0.05,-0.07,0.46,0.0
13,0.03,0.06,0.0002,-0.03,0.02,0.01,-0.01,0.03,0.84,0.77,0.0
14,0.24,0.24,0.002,-0.04,0.23,0.04,-0.02,0.05,1.41,0.57,0.0
14,0.24,0.24,0.002,-0.03,0.25,0.06,-0.01,0.06,1.35,0.43,0.0
18,-0.43,0.1,-0.0036,-0.28,0.05,0.02,-0.05,0.53,-2.12,0.33,0.0
18,-0.41,0,-0.0034,-0.29,0.04,0.01,-0.05,0.41,-1.93,0.39,0.0
20,-0.03,0,-0.0003,-0.12,0.2,0.04,-0.02,0.22,-0.19,0.35,0.0
20,-0.17,0,-0.0014,-0.05,0.08,0.03,-0.02,0.21,-2.14,0.15,0.0
13,-0.06,0,-0.0005,-0.05,0.01,0,-0.02,0.06,-1.5,0.62,0.0
13,-0.02,0.03,-0.0001,-0.03,0.02,0.01,-0.01,0.05,-0.51,0.46,0.0
22,0.05,0.06,0.0004,-0.03,0.04,0.02,-0.01,0.06,0.92,0.41,0.0
22,0.08,0.13,0.0007,-0.06,0.05,0.02,-0.02,0.09,1.02,0.59,0.0
15,-0.09,0,-0.0007,-0.04,0.03,0.02,-0.01,0.09,-1.85,0.27,0.0
18,0.06,0.06,0.0005,-0.03,0.05,0.02,-0.01,0.06,1.09,0.44,0.0
18,-0.01,0.06,-0.0001,-0.05,0.05,0.01,-0.02,0.1,-0.23,0.56,0.0
21,-0.05,0.01,-0.0004,-0.04,0.04,0.01,-0.02,0.14,-0.8,0.57,0.0
21,-0.14,0.02,-0.0011,-0.03,0.02,0.01,-0.02,0.16,-2.98,0.38,0.0
21,-0.13,0.01,-0.0011,-0.07,0.03,0.01,-0.02,0.14,-1.83,0.33,0.0
19,-0.13,0,-0.0011,-0.04,0.02,0.01,-0.02,0.15,-2.38,0.37,0.0
19,-0.28,0,-0.0023,-0.06,0.01,0.01,-0.02,0.28,-4.4,0.16,0.0
19,-0.12,0,-0.001,-0.03,0.01,0.01,-0.01,0.14,-3.03,0.32,0.0
17,-0.09,0.05,-0.0007,-0.04,0.02,0.01,-0.02,0.13,-1.66,0.47,0.0
17,-0.08,0.02,-0.0007,-0.03,0.03,0.01,-0.02,0.11,-1.71,0.41,0.0
16,0.07,0.1,0.0006,-0.05,0.03,0.02,-0.01,0.05,1.33,0.56,0.0
16,0.02,0.09,0.0001,-0.05,0.04,0.01,-0.02,0.07,0.28,0.56,0.0
16,-0.01,0.02,-0.0001,-0.03,0.03,0.01,-0.01,0.06,-0.33,0.44,0.0
15,-0.08,0.02,-0.0007,-0.06,0.03,0.01,-0.02,0.14,-1.39,0.47,0.0
15,-0.07,0,-0.0006,-0.04,0.05,0.02,-0.01,0.15,-1.34,0.27,0.0
15,-0.09,0.01,-0.0008,-0.05,0.05,0.02,-0.02,0.18,-1.35,0.33,0.0
6,-0.02,0.01,-0.0002,-0.04,0.01,0.01,-0.02,0.05,-0.76,0.5,0.0
6,-0.05,0.01,-0.0004,-0.03,0,0,-0.02,0.06,-1.8,0.5,0.0
6,-0.13,0,-0.0011,-0.07,0,0,-0.03,0.13,-2.51,0.17,0.0
17,0.03,0.07,0.0002,-0.02,0.03,0.01,-0.01,0.04,0.8,0.41,0.0
17,-0.04,0.03,-0.0003,-0.03,0.02,0.01,-0.01,0.07,-0.9,0.47,0.0
17,0.13,0.13,0.001,-0.01,0.06,0.01,-0.01,0.02,2.59,0.71,0.0
18,0.14,0.14,0.0012,-0.03,0.04,0.02,-0.01,0.05,2.52,0.72,0.0
18,0.14,0.14,0.0011,-0.03,0.06,0.02,-0.01,0.05,2.17,0.67,0.0
18,0.16,0.17,0.0013,-0.02,0.04,0.01,-0.01,0.02,3.39,0.78,0.0
12,0.16,0.16,0.0013,-0.05,0.13,0.04,-0.02,0.06,1.49,0.5,0.0
12,0.11,0.11,0.0009,-0.04,0.12,0.04,-0.01,0.07,1.11,0.42,0.0
14,0.04,0.1,0.0003,-0.07,0.05,0.01,-0.03,0.07,0.57,0.79,0.0
14,0.12,0.13,0.001,-0.01,0.05,0.02,-0,0.01,2.63,0.57,0.0
16,-0.1,0,-0.0008,-0.05,0.02,0.01,-0.02,0.1,-1.85,0.44,0.0
16,-0.14,0.01,-0.0012,-0.05,0.01,0,-0.02,0.15,-3.15,0.31,0.0
19,-0.29,0,-0.0024,-0.07,0.03,0.01,-0.03,0.29,-3.14,0.32,0.0
19,-0.17,0,-0.0014,-0.05,0.01,0,-0.02,0.17,-3.07,0.42,0.0
18,-0.06,0.03,-0.0005,-0.03,0.04,0.01,-0.02,0.09,-1.36,0.56,0.0
18,-0.02,0,-0.0001,-0.05,0.02,0.01,-0.02,0.05,-0.34,0.61,0.0
15,0.03,0.03,0.0002,-0.02,0.06,0.02,-0.01,0.06,0.62,0.4,0.0
15,-0.08,0,-0.0007,-0.02,0.04,0.02,-0.01,0.08,-2.32,0.13,0.0
18,-0.03,0.05,-0.0003,-0.03,0.04,0.01,-0.02,0.09,-0.58,0.5,0.0
18,0.01,0.03,0.0001,-0.05,0.04,0.01,-0.02,0.06,0.19,0.61,0.0
18,0.09,0.09,0.0007,-0.03,0.04,0.02,-0.02,0.04,1.55,0.67,0.0
16,-0.26,0.03,-0.0022,-0.28,0.01,0.01,-0.04,0.29,-1.34,0.5,0.0
16,-0.27,0.04,-0.0022,-0.31,0.03,0.01,-0.04,0.31,-1.25,0.5,0.0
15,0.03,0.03,0.0003,-0.02,0.04,0.02,-0.01,0.04,0.81,0.33,0.0
15,0,0.04,0,-0.04,0.05,0.02,-0.02,0.04,0,0.4,0.0
14,0.01,0.1,0.0001,-0.13,0.07,0.02,-0.03,0.16,0.05,0.57,0.0
14,-0.05,0.06,-0.0004,-0.07,0.05,0.03,-0.02,0.15,-0.68,0.36,0.0
11,-0.03,0,-0.0002,-0.03,0.02,0.01,-0.02,0.04,-0.76,0.55,0.0
11,-0.11,0,-0.0009,-0.03,0.01,0.01,-0.01,0.12,-3.03,0.18,0.0
20,-0.06,0.27,-0.0005,-0.36,0.27,0.04,-0.05,0.36,-0.21,0.55,0.0
20,-0.12,0.2,-0.001,-0.3,0.25,0.04,-0.04,0.32,-0.44,0.4,0.0
17,-0.06,0,-0.0005,-0.04,0.01,0,-0.01,0.07,-1.59,0.53,0.0
17,-0.06,0,-0.0005,-0.03,0.02,0.01,-0.02,0.07,-1.5,0.53,0.0
23,0.04,0.15,0.0004,-0.05,0.06,0.02,-0.01,0.1,0.55,0.43,0.0
23,0.01,0.14,0.0001,-0.04,0.07,0.03,-0.01,0.13,0.12,0.3,0.0
13,-0.03,0.03,-0.0002,-0.06,0.04,0.01,-0.02,0.07,-0.54,0.46,0.0
13,-0.08,0.03,-0.0007,-0.06,0.05,0.03,-0.02,0.11,-1.1,0.31,0.0
24,0.02,0.06,0.0001,-0.04,0.04,0.02,-0.01,0.06,0.25,0.46,0.0
24,-0.17,0,-0.0014,-0.07,0.03,0.01,-0.02,0.17,-2.22,0.29,0.0
24,-0.14,0,-0.0012,-0.05,0.05,0.01,-0.01,0.15,-2.31,0.29,0.0
12,-0.27,0,-0.0022,-0.16,0,0,-0.03,0.27,-2.32,0.25,0.0
12,-0.36,0.01,-0.0029,-0.24,0.01,0.01,-0.06,0.36,-2.03,0.42,0.0
17,-0.04,0,-0.0004,-0.05,0.04,0.01,-0.01,0.09,-0.83,0.41,0.0
17,-0.07,0.01,-0.0006,-0.04,0.04,0.01,-0.02,0.12,-1.39,0.47,0.0
11,-0.09,0.02,-0.0007,-0.08,0.02,0.01,-0.02,0.11,-1.45,0.45,0.0
11,-0.06,0.02,-0.0005,-0.05,0.02,0.01,-0.02,0.09,-1.3,0.36,0.0
9,0.01,0.01,0.0001,-0.02,0.03,0.02,-0.01,0.05,0.4,0.44,0.0
9,0.1,0.1,0.0009,-0.01,0.08,0.03,-0.01,0.02,1.68,0.56,0.0
17,0.06,0.1,0.0005,-0.07,0.06,0.01,-0.02,0.07,0.84,0.71,0.0
17,0.2,0.2,0.0017,-0.03,0.1,0.03,-0.01,0.06,2.06,0.59,0.0
17,-0.03,0.01,-0.0002,-0.04,0.03,0.01,-0.02,0.07,-0.57,0.53,0.0
17,-0.14,0,-0.0012,-0.05,0.03,0.01,-0.01,0.16,-2.66,0.24,0.0
13,0.03,0.08,0.0002,-0.05,0.05,0.02,-0.02,0.05,0.49,0.62,0.0
13,0.05,0.1,0.0004,-0.03,0.05,0.02,-0.02,0.06,0.81,0.54,0.0
13,-0.06,0.02,-0.0005,-0.04,0.01,0.01,-0.01,0.08,-1.81,0.38,0.0
13,-0.11,0.04,-0.0009,-0.14,0.05,0.02,-0.02,0.15,-1.06,0.38,0.0
17,-0.03,0,-0.0003,-0.07,0.05,0.02,-0.03,0.1,-0.39,0.59,0.0
17,0.07,0.07,0.0005,-0.04,0.04,0.02,-0.01,0.06,1.11,0.59,0.0
17,0.12,0.12,0.001,-0.06,0.05,0.02,-0.02,0.07,1.45,0.59,0.0
22,-0.27,0,-0.0023,-0.11,0.04,0.01,-0.04,0.31,-2.44,0.5,0.0
22,-0.14,0.01,-0.0011,-0.05,0.05,0.02,-0.02,0.14,-1.86,0.36,0.0
11,-0.15,0,-0.0013,-0.04,0.01,0.01,-0.02,0.15,-3.44,0.18,0.0
11,-0.01,0.01,-0.0001,-0.03,0.02,0.01,-0.01,0.04,-0.2,0.45,0.0
18,-0.02,0.01,-0.0002,-0.04,0.06,0.02,-0.02,0.11,-0.29,0.39,0.0
18,0.06,0.06,0.0005,-0.02,0.03,0.01,-0.01,0.03,1.55,0.61,0.0
23,0.1,0.12,0.0009,-0.03,0.04,0.02,-0.01,0.04,1.87,0.52,0.0
18,-0.04,0.13,-0.0003,-0.15,0.06,0.02,-0.02,0.17,-0.32,0.44,0.0
18,-0.19,0.08,-0.0015,-0.25,0.04,0.01,-0.03,0.27,-1.05,0.44,0.0
20,-0.04,0.09,-0.0003,-0.1,0.04,0.02,-0.02,0.17,-0.45,0.4,0.0
12,-0.05,0.04,-0.0004,-0.06,0.04,0.02,-0.03,0.09,-0.78,0.5,0.0
19,-0.03,0.05,-0.0003,-0.03,0.02,0.01,-0.01,0.09,-0.89,0.47,0.0
19,-0.04,0,-0.0003,-0.05,0.05,0.02,-0.01,0.1,-0.84,0.26,0.0
21,-0.02,0,-0.0001,-0.03,0.12,0.02,-0.02,0.15,-0.18,0.43,0.0
21,-0.14,0,-0.0012,-0.06,0.04,0.01,-0.02,0.18,-1.97,0.38,0.0
17,0,0.05,0,-0.06,0.02,0.01,-0.01,0.06,0.08,0.59,0.0
17,-0.03,0.04,-0.0002,-0.04,0.04,0.01,-0.02,0.1,-0.45,0.59,0.0
15,0.06,0.07,0.0005,-0.02,0.02,0.01,-0.01,0.03,1.53,0.6,0.0
15,0.04,0.06,0.0003,-0.05,0.06,0.02,-0.02,0.1,0.52,0.6,0.0
16,0.03,0.03,0.0002,-0.04,0.05,0.02,-0.02,0.04,0.37,0.5,0.0
16,-0.04,0.03,-0.0004,-0.07,0.05,0.02,-0.02,0.09,-0.56,0.5,0.0
19,0.2,0.2,0.0017,-0.01,0.04,0.02,-0.01,0.01,3.62,0.68,0.0
19,0.09,0.12,0.0007,-0.03,0.05,0.02,-0.01,0.04,1.47,0.53,0.0
13,-0.06,0.01,-0.0005,-0.08,0.01,0,-0.02,0.08,-1.1,0.62,0.0
13,0,0.01,0,-0.05,0.02,0.01,-0.01,0.06,0.07,0.46,0.0
13,-0.1,0.01,-0.0008,-0.09,0.01,0.01,-0.02,0.15,-1.43,0.46,0.0
18,0.03,0.04,0.0003,-0.03,0.09,0.02,-0.02,0.1,0.42,0.44,0.0
18,0.15,0.15,0.0012,-0.02,0.05,0.02,-0.01,0.02,2.5,0.67,0.0
16,0.18,0.18,0.0015,-0.02,0.22,0.04,-0.01,0.08,1.16,0.44,0.0
16,0.14,0.14,0.0012,-0.03,0.24,0.06,-0.01,0.1,0.83,0.31,0.0
24,0.07,0.07,0.0005,-0.08,0.07,0.02,-0.02,0.15,0.69,0.58,0.0
24,0.16,0.16,0.0013,-0.06,0.08,0.02,-0.02,0.1,1.8,0.71,0.0
19,0.03,0.07,0.0002,-0.05,0.05,0.02,-0.01,0.12,0.42,0.47,0.0
19,0.01,0.06,0.0001,-0.04,0.03,0.01,-0.01,0.09,0.3,0.47,0.0
18,0.05,0.05,0.0004,-0.01,0.04,0.01,-0.01,0.02,1.34,0.44,0.0
18,0.01,0.02,0.0001,-0.02,0.08,0.03,-0.01,0.06,0.1,0.28,0.0
18,0.01,0.11,0.0001,-0.11,0.24,0.05,-0.02,0.13,0.04,0.33,0.0
18,-0.04,0.08,-0.0003,-0.12,0.14,0.03,-0.03,0.12,-0.27,0.44,0.0
20,0.11,0.16,0.0009,-0.1,0.23,0.05,-0.02,0.13,0.6,0.35,0.0
19,0.36,0.36,0.003,-0.06,0.32,0.05,-0.02,0.11,1.53,0.58,0.0
19,0.43,0.48,0.0036,-0.05,0.33,0.04,-0.02,0.05,1.75,0.68,0.0
19,0.5,0.5,0.0042,-0.01,0.35,0.04,-0,0.02,2.08,0.63,0.0
13,0.05,0.05,0.0004,-0.03,0.04,0.02,-0.01,0.06,1.14,0.62,0.0
13,0.03,0.07,0.0003,-0.04,0.07,0.02,-0.02,0.07,0.55,0.54,0.0
11,-0.03,0,-0.0003,-0.06,0.04,0.02,-0.02,0.11,-0.58,0.36,0.0
19,0.27,0.27,0.0022,-0.02,0.15,0.03,-0.01,0.02,2.38,0.58,0.0
19,0.27,0.27,0.0022,-0.03,0.17,0.03,-0.01,0.03,2.2,0.63,0.0
